texts,toxicity
"mua nhé . giớ hội đầu_tư sẵn tiến mặt , đất chủ tiền giá tốt , chờ thể hội . xác_định đầu_tư mua tốt .",0
"fadil lựa 1 , giá hợp_lý năng an_toàn lái trội",0
"khung hình hành_động côn_đồ , manh_động",1
"đô mạh mẽ , ốm lạh lùg nhưng nhìn có chiều sâu diễn xuất tâm lý nhân vật .",0
"giam trái pháp_luật , bạo_hành trẻ_em , sử_dụng tàng_trữ ma_tuý , tàng_trữ vũ_khí quân_dụng , chống thi_hành công_vụ , ... : |",0
tot cup c1 ... suy 1 fan xấu messi !,0
đại_diện môi_giới kiểu trơ_trẽn kỳ_quặc .,0
"bình_yên trở đất việt_nam . bình_tĩnh , khoẻ học_tập đồng_bào ta ơi .",0
"tỉnh_táo , đừng chết",0
"1 gái xinh_đẹp chế_biến 9 món 1 gái xấu_xí nấu 10 món ăn , nào . gái xinh_đẹp hyundai , kia , vinfast .... v.v ... gái xấu_xí wigoxấu đau đớn.thân !",0
"áp_lực giáo_viên trường ra , phụ_huynh .",0
mắt lô nỗi không thể được,0
nam_mô anh mi_đà_phật,0
"phương xinh_đẹp khoẻ_khoắn , phương ( yêu phương )",0
giá cò thôi ! ! !,0
chắn chắn 1 tuyến tốc kết_nối trục xương_sống hi_vọng địa_phương bớt lợi_ích mắt phương_án tiết_kiệm nhất .,0
""" anh ơi , lót sàn xứng tầm xe ạ ! "" nhân_viên hàng hồ_hởi giới_thiệu lót sàn lót sàn đỏ choét da marketing 6d 7d đấy.bạn hàng im_lặng mau_mắn bồi câu : "" anh tưởng_tượng xem , thảm_đỏ . "" mình thảm 6d mãi thấy ... 3d thảm cộng đống lớp màu đỏ chồng nhau , thô thô rác mắt.bạn hàng đúng , thảm đấy xe phận nổi_bật nhất . tư hàng mua sản_phẩm kiểu đấy . mua xe tỷ , khoe , khoe trọng sẵn xe ? lót chân trở_thành tâm xe ? cái lót sàn đơn_giản , lịch , nó . cùng , xe .",0
huhuhu tội cá,0
câu 4 : kết 8 ; 4 + 6+ 8 = 18 ( 8 ) 7+5+12 = 24 ( 4 ) ; 3+4+5 = 12 ( 2 ),0
"lương_thiện giàu , giàu giàu sống vui_vẻ , 1 giấc_ngủ bình_an , gia_đình hạnh_phúc , tình yêu_thương , chăm_sóc mẹ già ! = > cảm hạnh_phúc sống mưu_sinh vất_vả !",0
"bartomeu chức_quyền tầm ảnh_hưởng_thể messi được . cầu_thủ 33 đòi đi clb giải đấu cả . chứng_tỏ messi sức ảnh_hưởng khủng_khiếp , không vấn_đề chuyên_môn hình_ảnh biểu_tượng . đấy_messi đá bóng thôi , messi đội_ngũ pr rầm_rộ cầu_thủ trung_bình trở_thành siêu sức ảnh_hưởng messi khủng_khiếp nữa .",0
"cưng nhỉ , mấy quái thú pokemon",0
"chúc_mừng , nội_ngoại cháu ... bài_học trẻ câu ca "" con dại mang "" , cảm_ơn phát_hiện cháu cứu cháu thoát lưỡi dao tử_thần , bố_mẹ cháu xh tốt .. / ...",0
"đi , arsenal vô_địch",0
"hiêu , cảm_ơn vnexpress . trường_hợp phương_tiện đi làn ngã rẽ tuân_thủ chiều mũi đường , csgt báo lỗi đi sai làn , hai lỗi tiền phạt chênh lớn .",0
"thông_minh lựa là : 1 tỉ ngân_hàng kiếm 4tr lãi tháng . 1,8 tỉ đi mua 3 lô đất ven pháp_lý ràng 3 lô lô tỉnh nhau . sống gia_đình thoả mái hiện sau , 10 3 lô kia vốn luyến dưỡng già kinh_phí lo sống hơn . khuyên chân_thành",0
"mãng kinh_doanh dược , vật_tư y_tế , công_nghiệp thực_phẩm ... không thu thuế .",0
"ta hàng trăm khu công_nghiệp mái tôn hàng triệu m2 lợi sẵn hạ_tầng mát xưởng lắp nlmt mái , giá_thành . chế khuyến_khích công_ty năng kết_hợp kcn tiềm_năng lớn .",0
"luật tù , liền chả đi trộm chó .",0
"quyền giải_quyết tốt , cháu bé chẳng may đánh chết trách_nhiệm ! luật trẻ thực_thi .",0
"gió mạnh , tiếng gió rít giật cơn .",0
loài không chừa loài nào .,0
đau_đớn tang_thương quá ! chia buồn gia đình cầu_mong siêu_thoát ! vấn_nạn đuối trẻ xảy hoài bớt đi chăng !,0
"bảo_vệ đàn chạy , tất_nhiên chiến_đấu , đàn linh_cẩu kéo an_toàn nó ! : ' (",0
"xảy trường_hợp trẻ bạo_hành , dường quan_chức năng can_thiệp xử_lí muôn . dân quan_chức năng dường khái_niệm tách trẻ bố_mẹ , sống cha , mẹ nguy_hại trẻ thể_xác tinh_thần hơn , lẽ ta thay_đổi tiếp_cận , bảo_vệ trẻ_em .",0
"tội trẻ bây_giờ , đánh thơ .",1
"xe trung quốc byd , saic muộn phổ_biến smartphone huawei , oppo thôi , dự 10 nữa .",0
"378 cháu mà có 16 coi thật là khủngười hoảng , coi 2 đứanh đã biết làm để đi vệ sinh đượchị nữanh huốngười hồ là 20 đứanh . làm coi hết và đảm bảo cáchị cháu xảy sự cố ngoài khả năng ? có sự cố giáo viên còn phải anh́p lựchị từ phíanh gia đình , chổ 15 ~ 16 cháu đã có 2 rồi , lớp này chắchị phải 3 cô .",0
1 lựa chủ thớt . tầm mua solo kia ngon . âm xe chạy êm . kiểu_dáng đẹp .,0
tất giá_chợ đen .,0
"mẹ "" yêu "" kỳ_lạ .",0
""" nhưng cá_nhân hàng xác_định trang thực thiết tiền vô_ích "" . câu_đối mua xe đầu xác_định ,",0
mặc mừng thực kiệt_quệ covid quá .,0
"ủng_hộ học_sinh sử_dụng điện_thoại smartphone lớp_học lý sau : 1 / thông mạng đa_dạng trái chiều sàng_lọc cậy . đòi giáo_viên kỹ_năng khả_năng phản_biện học_trò , tương_tác cao , phản_tác_dụng . 2 / nội_dung mạng , quảng_cáo , hình_ảnh , phim , bài ... phổ_biến kiểm_soát 3 / kiện mua smartphone áp_lực gia_đình đi học . 4 / hiếu_động , lối mòn tư hình_thành , nhãng , tập_trung smartphone chủ_động ngắn_hạn thụ_động mãi_mãi . 5 / lạm_dụng smartphone ảnh_hưởng sức_khoẻ . ( thần_kinh , mắt , tay , cột_sống ) 6 / quản_lý sử_dụng smartphone group khiếm_nhã , quấy_rối ... 7 / kiện thành xấu tiếp_cận , suy_diễn , lôi_kéo .",0
"19t nhậu khuya , đành luật_pháp không cấm tiếc 1 phận giới trẻ lãng_phí xuân . thời khổ không thời_gian lãng_phí .",0
xài độ xác tuyệt_đối công_phá động_năng .,0
xứng,0
độ hoàn_thiện chứng_tỏ công_nghiệp phụ_trợ tốt . vinfast học độ hoàn_thiện,0
"đi_lại , thuốc_lá nhập lậu tồn hai cách : 1 . cấm chất thuốc_lá việt_nam tương_đương thuốc nhập lậu giá ngang vậy . 2 . cấm sản_xuất , buôn thuốc_lá ( cái ngành thuốc_lá nộp ngân_sách ít )",0
"may quá , dịch ngăn_chặn bão",0
"chúc thầy thành_công , thành_công chiến_đấu thân khác .",0
"tưởng_tượng kéo , giấy cắt tam_giác to_đùng , tam_giác gói trái_đất lại , gói đẹp thành_hình tứ_diện đỉnh gộp 3 đỉnh tam_giác cắt ra . tam_giác ban_đầu 3 đỉnh sát độ xấp_xỉ = 0 , diện_tích hình_học_phẳng . hại não quá .",0
không tiền mua i10 không tiền mua fadil . đi thử xe i10 chắn fadil .,0
mong tổng_thống trump đệ phu_nhân bình_phục tái đắc_cử giới lãnh_đạo ngài,0
ông .,0
đất 2 nghèo !,0
"tuyệt_vời , ông trump tái đắc_cử tình_yêu dân mỹ ghen_tị !",0
kinh_khủng ! 2km không kính ngắm . khẩu súng ghê_gớm .,0
không,0
ước 7 kìm mắt hai bố này ! chúc gia_đình khoẻ,0
ôi thời_gian ! tài_tử minh_tinh tàn_phá thời_gian,0
việt_nam đất hoà bìnhdập covid - xuân vui hơnnhiều tỏ_vẻ căm hờnnhưng cảm_ơn mình ! nếu quyết_liệt lythì ngã ngựa toang ? ! ? ? hỡi chống đốitừ đời yên_vui !,0
"nghiên_cứu thử suzuki_ciaz lướt nhé , nhập thái , rộng_rãi , xe đây , chạy ngon , hàng suzuki e_ngại .",0
kia đi máy_bay kia gọi cảnh_sát bắt vì ... tưởng mấy kí toán học_tập ngôn_ngữ tụi khủng_bố .,0
y pnt cộng ưu_tiên khu_vực,0
metro vậy .,0
"chuẩn đội_ngũ giáo_viên_thiết trình_độ dạy công_nghệ . mặt học_sinh hiện thi 1 gia_đình kiện trang điện_thoại . xã_hội phát_triển mong đi phát_triển đừng kiểu "" đi đòi chạy """,0
quản_lý đồ thức uống hậu khôn_lường .,0
"trung điềm_đạm bình_thản , thần_thái nhiên . chúc sức_khoẻ vững phong_độ .",0
30 tháng ? ? ? ? nhẹ tội giết 2 mạng,1
giỏi lắm . mặt thương à .,0
"tru chóvà đơn_giản chó hú , chó tru",0
mấy_si thể_hiện danh_hiệu đk ké bám iniesta . si cầu_thủ may_mắn lịch_sử bóng_đá trình_độ quang hải 1 9 1 10 . barca mua công_vinh thời in thì si ghế dự xuất đá chính .,1
"mỹ nắm công_nghệ hứa_hẹn hốt bạc khắp giới . giàu giỏi , tầm hàng trăm_năm .",0
quy trách_nhiệm,0
"tuyệt_vời quá , chúc_mừng bs nguyễn_trung",0
thân nhiễm covid chi dân mỹ .,0
mỹ đầu . bớt cực_đoan tí,1
"khu dự_án 20 năm , dự_án đầu_tiên sài_gòn 2 , sổ_đỏ . lý chủ đầu_tư nợ thuế . viết đơn thư ngành thành_phố , ngành ... xử_lý được . bóng_đá lại .",0
phim hành_động,0
giàu kinh_khủng đi người ta xây cung_điện chẳng_thể gọi,0
"dân quảng_trị học ghê thật , công",0
đẹp phong_thuỷ án ngưỡng_cửa tốt . tán lá xum_xuê che_kín mái kia quanh ánh mặt_trời . chủ chặt bỏ .,0
mẫu hq gớm quá .,1
"khả_năng mặc chống nắng thần_thánh rồi , nắng lắm",0
thiên_thần .,0
17 giang hồđi cướp,1
"thời là : dũng_sỹ hesman , 7 viên ngọc rồng , dấu_ấn rồng thiêng , doreamon , tứ quái , siêu quậy teppi , đường khung_thành , ... hối í tiền mua đi thuê 500 đ / 1 đọc . đọc đi đổi kẹo thuê nửa tiền thuê mới , ... haizzz bao kỷ_niệm quên hết , cất lưng đi câu tạ ( ưng_hoàng_phúc ) .",0
"bé sinh hoàn_cảnh gia_đình phức_tạp , éo_le . bố_mẹ nghiện_ngập , trách_nhiệm , tình_thương sinh ra . tình_trạng bạo_hành trẻ bây hiếm nữa , pháp_luật trừng_trị kẻ bất_lương thế !",0
hàn dân 30tr tiêu_thụ xe kinh,0
clip sợ bọn súng xả đạn ngoài . đường tử mà .,0
kia soluto trường xe đẹp.còn attrach đầu cá_mập không hài_hoà chi_phí bảo_dưỡng kia rẻ cụ,0
"hlv đấy , dứt_khoát m10 basa tranh_chấp chị 1 .",0
đối_thủ yếu xã nhiềubà xã gỡ được 2,0
vấn_đề sảy ra ....,0
toán bãi xe giải_quyết phố đi sinh chẳng,0
"ghét thịt chó , mong thịt chó mình , hôi nóng , chả ngon .",0
đọc buồn xót bao . chia buồn gia_đình bé !,0
đem 2 ao : <,0
"tất ủng_hộ tổng_thống trump xấu chống_đối ông , thừa trump xếp mỹ hướng "" vĩ_đại trở_lại "" ổn đinh trật tất_yếu .",0
"thống_kê minh chay 12000sp thị_trường x 300.000 đ doanh_thu 3.6 tỉ sp khác , lợi_nhuận tạm 30% minh chay lãi tầm 1.2 tỉ mấy hoạt_động , lãi .. , bồi nạn_nhân dừng kêu_ca tiền đi",1
"2/3 vàng mua đất , 1/3 đầu_tư tiếp nhé . thu_nhập ổn_định mua đất giá_trị 2/3 vàng góp lãi_suất vay thấp ( 40% ) . quyết_định mong chia_sẻ tiếp",0
"vẽ rồng vậy ,",0
"cám_ơn đồng_chí công_an , chúc sức_khoẻ bình_an ! ! !",0
"đọc xong xúc đăg nhập comment . nghiên_cứu cải_cách , nhưng cương_vị mẹ người ta xót con . ảnh_hưởng trực_tiếp mấy đứa trẻ kia kìa . đừng đi học thành ác_mộng . trẻ học tối khuya thử thời_gian luyên tập thể_thao , vui_chơi . nc học_tập trọng phát_triển thể_chất vậy . dăm sữa học_đường chẳng thay_đổi được chiều cao , sức_khoẻ kỹ_năng đâu .",1
giá,0
phú_quý sinh lễ_nghĩa . chạy phong_trào quên nghĩa thực trung_thu . tiêu thông_minh .,0
"khổ doanh_nghiệp dệt_may việt nam , mỹ thị_trường xuất_khẩu dệt_may nhất , chiếm 40% kim_ngạch xuất_khẩu dệt_may 2019 .",0
cố_gắng kiếm bmw đi sướng .,0
coi luật_pháp .,0
biểu_cảm tiểu_vy yếu,1
"tất hào_quang , hy_sinh , vất_vả thi phu nữ ly_hôn xong thiệt_thòi nhất ..",0
phiếu bầu cảm_thông,0
lâm_chí_dĩnh quá ...,0
"trường_hợp bắt_cóc nhốt cốp , kiến_thức hữu_ích !",0
"bọ_cạp thời tiền_sử kích_thước khổng_lồ , bọ_cạp biển 2.5 m bọ_cạp cạn 1 m . tồn loài xuất_hiện .",0
"có ! chọn tam_giác abc cân anh , đường hạ anh= 0.2 mm , kéo bc vô_tận s tam_giác lơn bất đừng diện_tích trái_đất .",0
mũi 1 7 . 9 ... mũi 2 15 7,0
chừng ma_tuý tử_hình,0
"giáo_dục bảo cấm trẻ lớp lá học chữ thử học vô lớp 1 học kịp tui khen thiên_tài . học tuần 4 đọc 1 đoạn văn "" su_su "" 22 chữ rồi ? . logic thực_tế .",1
báo bại đế ủng_hộ fans cuồng đừng hát điệp_khúc cũ đổ thừa chủ_tịch đem bắt xài mu nha .,0
phát_hiện tổ ong_vò_vẽ khu dân_cư ( nhất trường_học này ) đốt,0
nole thế ! : ),0
chẳng rồi . ta than tre bệnh .,0
xây bến_xe xanh cả .,0
"lớn , chuyện.không thể được .",0
"vinh_quang tổ_quốc , giới việt_nam ... đó hào rồi .",0
"may_mắn thông_minh , tài_giỏi xa . lực hiện thể phá_án lưu_trữ tương_lai .",0
hợp_tác khoa_học_kỹ_thuật vốn đầu_tư dự_án tuyệt_vời !,0
ngưỡng_mộ ông ! chúc sức_khoẻ chiến_thắng !,0
mỹ . việt_nam bs vất_vả,0
quy ta giá_trị,0
công_tác khoanh ta vô_hiệu,0
không rắn cứu cá_trê cắn : d,0
chia tình thân gia_đình tình_cảm đất nhé .,0
quá !,0
sài vặt 50 tỉ . ước_mơ mấy chục đời 1 gia_đình nông .,0
"bất_động_sản vấn_đề nhức_nhối , haizzz",0
lâm hát nỗi da gàhay,0
phú_vang - huế bão nhé . đổ cửa tốc mái,0
chúc_mừng bayern_munich : - ) & chia buồn sevilla . sevilla cố_gắng lắm : | thua nhục . ; ),0
"nằm_trung tâm quá , tiền ôtô tiền taxi nội_thành đắt vé máy_bay thèm đi .",0
"trực_tiếp ghi_bàn messi châm ngòi bàn thắng griezmann.mà thiệt đá cắm dứt tù , kém suarez nhiều .",0
"đọc ghê_sợ sự . sinh gì , mà hành_hạ tâm_hồn lẫn thể_xác chứ . xử mẹ thằng vô_nhân đi.chung thân ân_xá biện_pháp_nghiệp mẻ",1
"mua đất đỉnh đáy cả . mua bây 20 giá × 80 bán . 3 tỷ tác_giả quy vàng bay 60 vàng . vàng 2000 240 triệu gửi tiết_kiệm lô đất 94m2 mặt_tiền . rút hạn kỳ tiền lãi quyết mua lô đất này . 240 triệu gửi tiết_kiệm bây bao_nhiêu ? 60 vàng tủ bây 60 cây , khoản 3 tỷ . lô đất trị_giá bây khoản 20 tỷ . tiền thuê mặt lợi_nhuận kinh_doanh miếng đất suốt 20 đến .",0
gã bám bám,0
"đội_hình cầu_thủ vậy , thiếu đôi cánh robby hansi bayern 5 cúp , trong pep làng_nhàng bundesliga",0
"sài_gòn , thương miền trung quê mẹ . mong thiên_tai đi , thân an_lành .",0
"chả ăn . chả mua đất gì ? thân không buôn bds 3tỷ , không mua giành hà_cớ 3tỷ vô miếng đất sinh_lợi không đầu_tư khác . lãi_suất kép bds 3 tỷ mua đất chỗ rẻ , mua dt quăng vườn chục khẳm miếng tí_teo q9 được gì , 3tỷ q9 không mặt_tiền rồi , thuê triệu nguyên căn .",0
2015 - 2020 ảnh thống_kê cầu_thủ 82 triệu 1 giơ 2 trời cup vơi dần .. cầu_thủ clb bé culeschứ ngại lắm,0
,0
giết tổ_chức phạt nào ? ? ? án sức,0
"đứa lớp 3 đứa lớp 4 vật_lộn 1 đống bài . tiếng việt học tiếng anh , hàng trăm đổ đầu bọn nhỏ , phụ_huynh căng_thẳng theo . không",1
"ôi miền trung quê tui , bão vy dứt bão nuol !",0
"lý . mes lý khác : thể đi giá 0 đồng , thể giá bán , clb mua giá + lương + lối cá_nhân , cân đội bóng .",0
"thi 20 lần . 8.5 cảm_giác thất bại.tôi khâm_phục cầu_toàn kiên_trì em . đích nhắm nghiệp mắt giảng_dạy em , học_sinh_thể hưởng lợi kinh_nghiệm thi đó . thể giỏi tiếng tiếp_tục truyền lửa đam_mê người .",0
"gà trống_bale , cộng_son heung-min 2 máy chạy , tottenham thời_gian hơn .",0
inova 2014,0
"chạy thử ơi , ghê , xe 1",0
trang 1 búa gõ phá kiếng cứu_hộ,0
"nhã_kỳ 2 tuổi , 2 đứa con , 1 chồng , mái ấm gọi nhà . tiền_bạc , tài_sản , nhan_sắc , hào_quang nổi_tiếng kém kỳ . đánh_đổi đâu .",0
"đầu , mẻ hay . tg áp_dụng hối_hận",0
""" mức kháng_thể tình_nguyện_viên báo_cáo hệt nhau "" tác_dụng thuốc ổn_định . nghi_ngờ sao ?",0
"đi fadil lựa tốt , chạy dịch_vụ i 10 . i10 fadil rộng_rãi , rộng_rãi mấu_chốt chạy dịch_vụ . gọi xe dịch_vụ morning next khoẻ , fadil vậy .",0
"dn lãi thuế tndn , gồng trì sống_sót , hỗ_trợ vốn tác_dụng tác_dụng đâu .",0
giàu tham .,1
"showbiz thôi . đối_mặt mặt_trái giới kết_thúc sống mình , ta mặt_trái gì .",0
đọc thống_kê thánh hôi làng bóng_đá : ) 7 đá được 251 trận hôi được 13 cup - - > 19 trận 1 cup_zzz,0
17 ! xuân đại_ca bắt_đầu trại,0
cạn,0
